timestamp,open,high,low,close,volume
1748815200000,99.941672,99.982038,99.897205,99.899988,0.06093
1748815260000,99.906040,99.982300,99.906040,99.982300,0.0396
1748815320000,100.004085,100.014388,99.978370,100.007506,0.0423
1748815380000,99.989348,100.176016,99.985723,100.003268,0.04988
1748815440000,100.033836,100.033836,99.978356,99.978356,0.03918
1748815500000,99.975935,100.043141,99.975935,100.043141,0.02188
1748815560000,100.028605,100.028605,99.976544,99.976544,0.07747
1748815620000,99.994703,100.203362,99.994703,100.203362,0.14516
1748815680000,100.206093,100.206093,100.172646,100.180422,0.08242
1748815740000,100.179810,100.265670,100.179810,100.265670,0.04965
1748815800000,100.263238,100.276691,100.259282,100.276691,0.01861
1748815860000,100.278822,100.278822,100.246081,100.258171,0.05304
1748815920000,100.272725,100.304155,100.265679,100.265679,0.06627
1748815980000,100.262336,100.262336,100.219809,100.224993,0.06547
1748816040000,100.228030,100.270914,100.152157,100.173719,0.06093
1748816100000,100.167651,100.182543,100.035233,100.049156,0.0563
1748816160000,100.052183,100.052183,100.011949,100.011949,0.07912
1748816220000,100.016789,100.106170,100.016789,100.076746,0.14143
1748816280000,100.070689,100.070689,100.038571,100.050375,0.01298
1748816340000,100.034637,100.034637,100.011342,100.011342,0.0238
1748816400000,100.006200,100.027080,99.998034,100.027080,0.06943
1748816460000,100.023751,100.023751,99.972924,99.972924,0.08988
1748816520000,99.964757,99.964757,99.952053,99.952053,0.06154
1748816580000,99.950239,99.953558,99.941169,99.953558,0.05691
1748816640000,99.950020,99.966855,99.950020,99.966855,0.0288
1748816700000,99.968368,99.968368,99.912945,99.943242,0.03161
1748816760000,99.939309,99.988345,99.939309,99.988345,0.01575
1748816820000,99.984714,99.987437,99.984714,99.986835,0.0156
1748816880000,99.981993,99.990771,99.981993,99.990771,0.00996
1748816940000,99.995007,99.995007,99.957490,99.957490,0.01374
1748817000000,99.968984,99.970503,99.968075,99.970503,0.01465
1748817060000,99.965967,99.978961,99.952966,99.971704,0.02429
1748817120000,99.971401,99.977150,99.953868,99.954774,0.03892
1748817180000,99.957796,99.971097,99.953866,99.971097,0.01362
1748817240000,99.974728,99.986832,99.973824,99.974125,0.02778
1748817300000,99.981387,99.981387,99.925748,99.930869,0.02013
1748817360000,99.910617,99.913924,99.910617,99.913924,0.01968
1748817420000,99.911506,99.943569,99.911506,99.943569,0.05457
1748817480000,99.940545,99.950534,99.933906,99.950534,0.01735
1748817540000,99.952650,99.952650,99.894022,99.922118,0.01624
1748817600000,99.953257,99.953257,99.929386,99.939043,0.01894
1748817660000,99.937318,99.954477,99.926066,99.954477,0.0079
1748817720000,99.951453,99.988350,99.947222,99.988350,0.01823
1748817780000,99.989863,100.006810,99.989863,100.003783,0.03273
1748817840000,100.001664,100.001664,99.993799,99.995008,0.02661
1748817900000,99.999546,100.010741,99.999546,100.007106,0.01959
1748817960000,100.002873,100.002873,99.927622,99.927622,0.02388
1748818020000,99.924597,99.924597,99.904346,99.904346,0.01305
1748818080000,99.902233,99.931850,99.901327,99.931850,0.01488
1748818140000,99.927624,99.962370,99.927624,99.962370,0.04073
1748818200000,99.972734,99.972734,99.963687,99.964197,0.04958
1748818260000,99.967218,99.967218,99.964503,99.966012,0.02826
1748818320000,99.964504,99.964504,99.937351,99.937351,0.0528
1748818380000,99.939463,99.956673,99.939463,99.950624,0.03102
1748818440000,99.943981,99.981424,99.943981,99.981424,0.02242
1748818500000,99.966024,100.008305,99.966024,100.008305,0.01723
1748818560000,100.019784,100.099215,100.019784,100.099215,0.05726
1748818620000,100.101936,100.130096,100.093468,100.130096,0.06094
1748818680000,100.125348,100.131427,100.108704,100.123837,0.01618
1748818740000,100.117782,100.145042,100.117782,100.145042,0.02015
1748818800000,100.166773,100.172549,100.145055,100.145055,0.02355
1748818860000,100.131344,100.132906,100.128412,100.129884,0.01611
1748818920000,100.135928,100.178236,100.132906,100.178236,0.01573
1748818980000,100.169149,100.228133,100.169149,100.228133,0.02468
1748819040000,100.222074,100.222074,100.175260,100.181269,0.01425
1748819100000,100.168485,100.181269,100.155939,100.164707,0.02249
1748819160000,100.158660,100.189183,100.158660,100.185281,0.01856
1748819220000,100.164092,100.189759,100.164092,100.189759,0.01571
1748819280000,100.167367,100.170717,100.140448,100.140448,0.01411
1748819340000,100.152165,100.152165,100.099625,100.099625,0.01865
1748819400000,100.096212,100.096212,100.082991,100.082991,0.01342
1748819460000,100.098106,100.138946,100.095083,100.138946,0.01209
1748819520000,100.118372,100.131371,100.118372,100.131371,0.01207
1748819580000,100.136430,100.136430,100.110215,100.110215,0.01531
1748819640000,100.101145,100.114979,100.101145,100.111732,0.01087
1748819700000,100.111732,100.111732,100.089376,100.089376,0.01903
1748819760000,100.097153,100.104434,100.097153,100.100879,0.01925
1748819820000,100.100879,100.100879,100.078192,100.078192,0.0088
1748819880000,100.075475,100.075475,100.071230,100.071230,0.0108
1748819940000,100.074253,100.092099,100.071228,100.092099,0.01347
1748820000000,100.092101,100.098480,100.092096,100.098174,0.00912
1748820060000,100.104226,100.136500,100.101218,100.136500,0.0126
1748820120000,100.128321,100.134474,100.104204,100.104204,0.01284
1748820180000,100.106323,100.124479,100.106323,100.114388,0.01005
1748820240000,100.119533,100.119533,100.109862,100.110251,0.00477
1748820300000,100.110251,100.111497,100.107763,100.107763,0.00627
1748820360000,100.100804,100.112912,100.100804,100.104740,0.00414
1748820420000,100.103531,100.113523,100.095134,100.098160,0.00582
1748820480000,100.101792,100.116849,100.099275,100.115017,0.0078
1748820540000,100.112381,100.115942,100.101393,100.108065,0.00735
1748820600000,100.122381,100.122381,100.105017,100.112297,0.01062
1748820660000,100.120469,100.120469,100.083260,100.083260,0.0099
1748820720000,100.089002,100.096640,100.081515,100.096640,0.00885
1748820780000,100.090590,100.090590,100.070544,100.070544,0.00799
1748820840000,100.077497,100.087181,100.077497,100.085360,0.00312
1748820900000,100.090590,100.099278,100.084743,100.085957,0.00756
1748820960000,100.090579,100.090579,100.063397,100.063397,0.0084
1748821020000,100.075709,100.084573,100.056643,100.068746,0.00996
1748821080000,100.070257,100.073869,100.069642,100.069642,0.00825
1748821140000,100.068435,100.072061,100.068435,100.070550,0.00528
1748821200000,100.072667,100.084784,100.057565,100.057565,0.00657
1748821260000,100.067241,100.076921,100.059074,100.076921,0.00915
1748821320000,100.071476,100.078741,100.066348,100.078741,0.01074
1748821380000,100.082973,100.095181,100.081494,100.095181,0.01342
1748821440000,100.095389,100.095389,100.088109,100.089117,0.01217
1748821500000,100.089117,100.089117,100.075737,100.081550,0.01587
1748821560000,100.084787,100.087585,100.078504,100.087585,0.02631
1748821620000,100.086071,100.090621,100.086071,100.087593,0.01574
1748821680000,100.075493,100.096681,100.075493,100.096675,0.01429
1748821740000,100.090621,100.094564,100.090615,100.090621,0.00931
1748821800000,100.099698,100.099698,100.084570,100.098201,0.01197
1748821860000,100.104248,100.104248,100.090598,100.099749,0.01827
